
全局
0	0.5849133133888245	0.738058285911364
1	0.5287662148475647	0.7694430074150715
2	0.460345983505249	0.7970339713743749
3	0.36277779936790466	0.860320744956027
4	0.2811715304851532	0.8886014830143129
5	0.24798955023288727	0.9051560613898948
6	0.22225292026996613	0.9184342127953096
7	0.20601284503936768	0.9256768408346266
8	0.197865828871727	0.9318848077254699
9	0.1985156238079071	0.9205035350922572
10	0.1891719102859497	0.9253319537851353
11	0.18447232246398926	0.9360234523193655
12	0.18498298525810242	0.9253319537851353
13	0.18205922842025757	0.9267115019831005
14	0.17947906255722046	0.9272288325573375

1995年
0	0.6113724708557129	0.7032246939127436
1	0.5489899516105652	0.771684773236765
0	0.6761311888694763	0.5725229826353422
1	0.6397947072982788	0.6618998978549541
2	0.6157281398773193	0.7119509703779366
3	0.5969581007957458	0.7349336057201226
4	0.5818077921867371	0.7574055158324822
5	0.5666274428367615	0.7665985699693565
6	0.5522854328155518	0.7752808988764045
7	0.5380541086196899	0.7885597548518897
8	0.5242573022842407	0.7962206332992849
9	0.5118118524551392	0.8013278855975485
0	0.7878804802894592	0.484911191584756
1	0.8080661296844482	0.49370581134678393
2	0.8168128728866577	0.4943955854457665
3	0.8213088512420654	0.49301603724780135
4	0.8198274970054626	0.4959475771684773
5	0.8339206576347351	0.49905156061389894
6	0.8536927700042725	0.5007759958613555
7	0.851670503616333	0.5031902052077944
8	0.8511570692062378	0.5095706156233833
9	0.8254503011703491	0.5166408001379548
10	0.7963075041770935	0.5254354198999828


1994
0	0.6491336822509766	0.6447253705318221
0	0.6332113146781921	0.6591107236268526
1	0.5940097570419312	0.7000871839581517
2	0.5646412968635559	0.7449869224062773
3	0.5436446070671082	0.7563208369659983
4	0.5232514142990112	0.7741935483870968
5	0.5058801174163818	0.7802964254577158
6	0.49636411666870117	0.7816041848299913
7	0.48030683398246765	0.7907585004359198
8	0.46357420086860657	0.8060156931124673
9	0.45123812556266785	0.8077593722755013

1995
0	0.6353930830955505	0.6598569969356486
1	0.579477071762085	0.7334014300306435
2	0.5395361185073853	0.7696629213483146
3	0.5062947273254395	0.7997957099080695
4	0.47790488600730896	0.8161389172625128
5	0.45486703515052795	0.8340143003064351
6	0.42955726385116577	0.8432073544433095
7	0.4079449772834778	0.8437180796731358
8	0.38378846645355225	0.8631256384065373
9	0.3602285385131836	0.8764044943820225

1996
0	0.648071825504303	0.6136950904392765
1	0.5949745774269104	0.7532299741602068
2	0.5578296780586243	0.7771317829457365
3	0.5310215950012207	0.7842377260981912
4	0.5071835517883301	0.7887596899224806
5	0.47776108980178833	0.8036175710594315
6	0.4539256989955902	0.8281653746770026
7	0.4332278072834015	0.8352713178294574
8	0.42244407534599304	0.8301033591731266
9	0.40206387639045715	0.8372093023255814
10	0.45123812556266785	0.8077593722755013
